uid,iid,pop_value,time
328,40,0.00226,959226497
346,40,0.00265,974683552
387,40,0.00221,968959598
426,40,0.00272,973828808
409,40,0.00241,969594852
540,40,0.00266,974462819
389,40,0.00185,966570522
784,40,0.00234,958613116
444,40,0.00207,962936981
651,40,0.00261,976214531
659,40,0.0026,975127594
370,40,0.00266,973995968
969,40,0.00593,994977075
375,40,0.00263,976300856
486,40,0.00183,965410779
517,40,0.0026,975190169
630,40,0.00263,976293460
433,40,0.00203,965071798
424,40,0.0026,974862593
489,40,0.00215,968416777
390,40,0.00265,974704999
407,40,0.0026,974999927
548,40,0.00262,974781539
484,40,0.0026,974843122
404,40,0.00227,969324156
516,40,0.0025,960327978
476,40,0.00238,958174451
663,40,0.00262,975877835
730,40,0.00266,974088174
568,40,0.00257,976922276
712,40,0.00186,965674008
600,40,0.00245,957377336
429,40,0.00592,1023731239
498,40,0.00211,962593144
452,40,0.00188,965331797
575,40,0.00257,960694961
439,40,0.0027,973910319
542,40,0.00179,966179069
710,40,0.00265,974711120
558,40,0.00204,968213142
631,40,0.0026,974951811
493,40,0.00265,974696311
467,40,0.00264,975976547
530,40,0.0026,974882519
679,40,0.00273,972267257
479,40,0.00213,968389819
449,40,0.00227,959972697
605,40,0.00265,974711825
594,40,0.00214,962607440
555,40,0.00184,965440114
481,40,0.00255,976594396
528,40,0.00264,975948510
561,40,0.002,964142019
581,40,0.00251,961292701
649,40,0.00262,974795855
491,40,0.00262,974785044
691,40,0.00262,974837978
514,40,0.00259,975097588
597,40,0.00265,974705253
502,40,0.00272,973222341
746,40,0.00194,967278510
634,40,0.00209,962588165
607,40,0.0026,975539203
613,40,0.00264,974748116
920,40,0.00201,971020944
653,40,0.00269,974408612
604,40,0.00222,962560546
638,40,0.0026,974843078
769,40,0.00217,968734382
735,40,0.00254,960975612
664,40,0.0026,975368095
656,40,0.00241,957566039
747,40,0.00195,967865523
670,40,0.00234,958627040
684,40,0.00265,974661052
683,40,0.00265,974695133
632,40,0.00263,976303898
657,40,0.00264,974759803
717,40,0.00272,973825807
754,40,0.00214,962600903
726,40,0.00184,965453020
791,40,0.00258,975628308
929,40,0.00261,975584540
704,40,0.00243,1007406219
803,40,0.00265,974696397
694,40,0.00265,974583003
763,40,0.00264,974770529
718,40,0.0023,962375167
720,40,0.00259,961552427
785,40,0.00273,973529801
732,40,0.00197,965187323
959,40,0.0022,968876042
774,40,0.00587,995045729
733,40,0.00198,965184041
787,40,0.00223,962454633
934,40,0.00259,975100333
738,40,0.00267,974064885
890,40,0.0017,980187380
861,40,0.00211,968809374
788,40,0.00198,964042038
896,40,0.0026,975122849
979,40,0.00265,974596716
808,40,0.00176,966005181
829,40,0.00185,965357186
782,40,0.00226,959268546
842,40,0.00295,999208826
898,40,0.00256,976652855
772,40,0.00235,971839459
806,40,0.00203,970792254
792,40,0.00262,974857689
800,40,0.00261,975862482
884,40,0.00176,966209543
958,40,0.0025,957426262
904,40,0.00265,974694132
913,40,0.0024,971321242
957,40,0.00186,965655668
878,40,0.0026,975209990
876,40,0.00265,974703681
813,40,0.00336,998323360
928,40,0.00229,956705811
877,40,0.00227,958059005
924,40,0.00199,968197549
71,42,0.00191,976506431
8,42,0.00264,965305232
13,42,0.00229,958788993
6,42,0.00198,971137168
150,42,0.00269,966253659
30,42,0.00199,974741689
26,42,0.00262,967429754
36,42,0.00254,963866556
49,42,0.00259,963974726
63,42,0.00265,965621519
113,42,0.00221,961529521
81,42,0.00237,956719042
17,42,0.00199,974739743
233,42,0.00264,965160031
111,42,0.00256,963998383
124,42,0.00227,958866873
106,42,0.00202,974262431
61,42,0.00243,957670895
54,42,0.00201,975201423
27,42,0.002,974494171
51,42,0.00194,976212980
52,42,0.00229,958828426
232,42,0.00194,976351175
306,42,0.002,978245999
44,42,0.00243,956784254
53,42,0.00194,973217981
45,42,0.00239,962935047
167,42,0.00241,963019255
29,42,0.00199,974709335
142,42,0.00191,973376939
164,42,0.00233,958166928
46,42,0.00199,975388105
256,42,0.00201,974838605
100,42,0.00258,965089822
56,42,0.00199,974674723
130,42,0.00243,963113494
137,42,0.00201,974833265
114,42,0.00186,979169496
127,42,0.00201,962492422
166,42,0.00199,975560449
85,42,0.00193,972931010
69,42,0.0023,962685571
209,42,0.0026,967245751
107,42,0.00193,976283318
186,42,0.0019,973302889
170,42,0.00258,982899057
430,42,0.00266,965176783
216,42,0.00226,960791370
144,42,0.00201,976778094
214,42,0.00199,974601737
119,42,0.00197,977336672
300,42,0.0027,965504502
265,42,0.0027,966128667
372,42,0.00201,974761119
283,42,0.00259,965006805
129,42,0.0023,984512078
162,42,0.00221,959354686
148,42,0.00611,1029891720
168,42,0.00233,958170099
190,42,0.00199,978038302
174,42,0.00199,974865842
221,42,0.00197,974878157
183,42,0.00201,974762835
203,42,0.00234,958617710
188,42,0.00247,967942382
147,42,0.00266,966537733
159,42,0.00201,974771238
195,42,0.00199,974989762
125,42,0.00202,974259506
394,42,0.00701,1032412538
237,42,0.00231,962647813
225,42,0.00239,962937386
274,42,0.00225,959295233
226,42,0.00194,973228266
169,42,0.00199,974743141
280,42,0.00237,968296634
272,42,0.00199,974695199
206,42,0.00199,974711656
248,42,0.00199,974694716
220,42,0.00261,967335791
293,42,0.00264,957202760
341,42,0.002,988496306
320,42,0.0018,969644506
243,42,0.00218,960857420
374,42,0.002,974487398
235,42,0.00199,974742904
380,42,0.00211,968915459
253,42,0.00193,976337732
311,42,0.00247,981394231
212,42,0.00268,965352327
550,42,0.00611,1030005695
257,42,0.00194,972790913
238,42,0.00199,974999868
296,42,0.00199,974716551
290,42,0.00243,963564028
608,42,0.00264,965339613
255,42,0.00199,973905869
289,42,0.00198,975528949
291,42,0.00197,974928375
697,42,0.00263,967588021
294,42,0.00218,961900310
588,42,0.00224,959535580
504,42,0.00263,965765182
336,42,0.00201,975356850
321,42,0.00178,970673134
413,42,0.00269,1013199631
331,42,0.00232,959738318
442,42,0.00263,965766658
308,42,0.00261,965140186
422,42,0.00265,965672941
315,42,0.00127,998153989
329,42,0.00199,974863040
347,42,0.00199,975436350
316,42,0.00201,975162462
358,42,0.00257,966883551
397,42,0.00258,967038954
273,42,0.00268,966189681
599,42,0.00266,966517460
318,42,0.00194,975989596
361,42,0.00218,960311561
345,42,0.00266,965243571
355,42,0.00217,962061002
383,42,0.00205,962239617
313,42,0.0026,967683634
828,42,0.00268,965931055
328,42,0.00226,959228198
426,42,0.00201,973810178
506,42,0.00199,975561994
450,42,0.00233,968629803
338,42,0.00225,961180650
359,42,0.00264,965332556
492,42,0.00198,975900032
335,42,0.002,974504206
366,42,0.00199,974694751
399,42,0.00255,966641767
603,42,0.00258,982998882
659,42,0.00201,975126680
350,42,0.00201,975203932
740,42,0.00647,1009814807
443,42,0.002,975522150
375,42,0.00193,976301946
420,42,0.00179,979335527
421,42,0.0026,966604812
725,42,0.00265,965277424
642,42,0.00265,965710089
427,42,0.00195,973657673
489,42,0.00231,968416867
390,42,0.00199,974705287
408,42,0.00201,974771871
485,42,0.00264,965307705
407,42,0.00199,974999133
466,42,0.00259,964998822
591,42,0.00196,976671266
470,42,0.00263,957284644
730,42,0.00203,974088881
589,42,0.00226,968449782
731,42,0.00264,965301641
712,42,0.00265,965674464
535,42,0.00202,974255933
429,42,0.00257,964018896
498,42,0.0023,962594149
461,42,0.00223,959477465
620,42,0.00258,966997680
542,42,0.0019,973391968
529,42,0.00266,965176086
493,42,0.00199,974693106
467,42,0.00234,968644134
509,42,0.00268,966189951
462,42,0.00162,970507221
629,42,0.00197,974977395
605,42,0.00199,974715583
594,42,0.00234,962606655
566,42,0.00199,974712926
611,42,0.00235,958495135
561,42,0.00254,964142202
499,42,0.00233,959620150
545,42,0.00205,977250138
649,42,0.00201,974795650
510,42,0.00194,972281587
587,42,0.00198,974655314
576,42,0.00234,958255278
711,42,0.00236,956751431
617,42,0.00195,973117108
567,42,0.00637,1009931259
780,42,0.00259,965074321
669,42,0.00257,966614240
559,42,0.00221,959806292
565,42,0.00196,976671824
643,42,0.002,978239945
689,42,0.00233,962612163
616,42,0.00263,967750838
596,42,0.00201,974777959
676,42,0.00258,965016362
580,42,0.00228,968573513
583,42,0.00209,962155545
604,42,0.00268,965357855
687,42,0.00185,972018060
771,42,0.00268,965180945
645,42,0.0027,966092415
714,42,0.00254,966781797
622,42,0.00269,966271567
748,42,0.00235,960073778
923,42,0.00297,1025213282
765,42,0.00264,965306378
595,42,0.00271,966350066
833,42,0.00199,978229204
915,42,0.00261,967126431
670,42,0.00234,958627426
723,42,0.00193,976300799
796,42,0.00237,959707348
759,42,0.00194,976048442
849,42,0.00201,974762550
640,42,0.0023,960142829
726,42,0.00272,965455436
965,42,0.00201,975192459
706,42,0.00268,966159321
678,42,0.00264,965313413
743,42,0.0027,965503444
686,42,0.00162,970290284
814,42,0.00264,965723129
883,42,0.00204,977574023
695,42,0.00194,976128749
720,42,0.00251,963799961
885,42,0.00195,976235059
817,42,0.00204,975702521
688,42,0.00268,965354260
825,42,0.00224,958925954
785,42,0.00193,973530253
722,42,0.00267,965192466
766,42,0.00195,976249418
733,42,0.00267,965183225
906,42,0.00264,965309612
767,42,0.00219,961546494
839,42,0.00263,965832881
749,42,0.00231,958747289
851,42,0.00201,974754725
890,42,0.00194,973192560
804,42,0.00256,957144632
897,42,0.00256,966810168
788,42,0.00258,964039445
846,42,0.0027,965561146
845,42,0.00204,975663879
838,42,0.00267,965179760
773,42,0.00201,975475543
806,42,0.00261,967334642
855,42,0.00232,962660315
912,42,0.00259,963976784
962,42,0.0027,966144032
881,42,0.00268,966432421
823,42,0.002,974658812
811,42,0.00228,960502823
880,42,0.00199,974994943
860,42,0.00242,963491939
951,42,0.00199,974740049
818,42,0.00264,965312916
935,42,0.00268,965930261
899,42,0.00234,958606670
41,43,0.00236,974061443
75,43,0.00239,974709519
150,43,0.00199,966250802
25,43,0.00241,974599069
77,43,0.00233,962671158
15,43,0.00203,967063387
76,43,0.00236,974920785
247,43,0.0024,962594314
152,43,0.00254,973272217
201,43,0.00229,975610972
49,43,0.00221,963876434
2,43,0.00226,961702655
37,43,0.00264,959816271
64,43,0.00198,967409861
193,43,0.002,967602798
204,43,0.002,966141123
81,43,0.00338,956719206
59,43,0.00202,966016808
22,43,0.00239,974695414
24,43,0.00265,1000868590
43,43,0.00281,957735630
48,43,0.00282,957715145
61,43,0.00284,957671956
54,43,0.00232,975200787
50,43,0.00202,967608592
306,43,0.00178,978244603
89,43,0.00207,966995928
44,43,0.00331,956786983
160,43,0.00239,960672002
86,43,0.00239,974691095
84,43,0.00292,957284326
38,43,0.00249,959990619
80,43,0.00239,974709064
256,43,0.00238,974838803
90,43,0.00242,972058160
42,43,0.00239,973991140
131,43,0.00207,965087087
67,43,0.00249,962486477
100,43,0.00207,965088214
137,43,0.00238,974832815
88,43,0.00234,975054748
99,43,0.00255,962257776
143,43,0.00273,958509287
140,43,0.00213,965184019
127,43,0.00248,962493180
285,43,0.00232,975193997
319,43,0.00232,976214483
116,43,0.00234,975344330
173,43,0.00212,964826515
326,43,0.00238,974773432
186,43,0.00241,968904440
216,43,0.00237,960792505
569,43,0.00202,965969845
144,43,0.00232,976774170
163,43,0.00212,965074859
120,43,0.0023,975700535
154,43,0.002,966120933
184,43,0.00203,965943538
218,43,0.00232,962680974
393,43,0.00256,959210194
249,43,0.00242,961090713
175,43,0.00241,974616497
183,43,0.00238,974762587
288,43,0.00238,974762070
234,43,0.00254,970348183
171,43,0.0023,975583745
195,43,0.00236,974946858
215,43,0.00229,975551676
185,43,0.00224,962817272
237,43,0.00236,962648312
584,43,0.00266,959911186
155,43,0.00236,974998094
299,43,0.00228,975769597
169,43,0.00238,974744748
259,43,0.00239,974699228
302,43,0.00239,974701703
598,43,0.00191,977852384
206,43,0.00239,974711162
268,43,0.00266,1011209842
279,43,0.002,965324008
287,43,0.0022,963434441
330,43,0.00233,976297254
284,43,0.00257,970967580
224,43,0.00271,958544746
235,43,0.00238,974750150
253,43,0.00177,978751420
244,43,0.00209,965242432
213,43,0.00274,958011301
410,43,0.00263,959300591
513,43,0.00239,974693450
269,43,0.00218,962999499
210,43,0.002,966093492
365,43,0.00226,962736252
376,43,0.00296,986580009
267,43,0.00238,974816977
334,43,0.0025,970512152
646,43,0.0022,963643303
297,43,0.00202,965860830
490,43,0.00254,971213200
417,43,0.00236,974888170
261,43,0.00202,965765810
441,43,0.00239,968623220
512,43,0.00231,975514588
635,43,0.00232,976900529
395,43,0.0023,976761939
734,43,0.00228,975913292
278,43,0.00271,958529847
276,43,0.00239,974523039
968,43,0.00233,975115598
527,43,0.00203,967222865
457,43,0.00221,962831748
447,43,0.00236,974929984
422,43,0.00196,965674040
329,43,0.00234,975035881
459,43,0.00212,965077143
364,43,0.00203,965872889
518,43,0.00278,957757054
355,43,0.00238,962060336
292,43,0.00255,962395975
323,43,0.00269,970591891
418,43,0.00197,965331304
313,43,0.00196,967684690
384,43,0.00252,962565936
328,43,0.00256,959228647
415,43,0.00165,984860886
533,43,0.00238,974761343
480,43,0.00241,974642264
450,43,0.00239,968630083
335,43,0.00241,974336918
366,43,0.00239,974697266
399,43,0.00206,966640112
458,43,0.00255,973107926
414,43,0.00228,975992783
350,43,0.00232,975203807
560,43,0.00333,1001781247
465,43,0.00197,965340675
392,43,0.00236,975019274
549,43,0.00234,975137066
420,43,0.00231,975539531
503,43,0.0026,972589052
421,43,0.00205,966605315
630,43,0.00233,976294660
436,43,0.00241,974604158
424,43,0.00236,974861662
408,43,0.00239,974682143
475,43,0.00258,972509888
954,43,0.00232,976905132
515,43,0.00245,968350115
601,43,0.00213,964633331
423,43,0.00198,967479016
446,43,0.00239,974737505
469,43,0.00251,968385850
477,43,0.0021,966909753
535,43,0.00238,974254658
600,43,0.0029,957375816
452,43,0.00197,965331749
525,43,0.00254,959088865
439,43,0.0024,973907907
964,43,0.00231,975543215
542,43,0.00252,973392989
710,43,0.00239,974693288
500,43,0.00202,966019894
558,43,0.00238,968213203
563,43,0.00239,974731219
610,43,0.00211,967798943
631,43,0.00236,974953684
494,43,0.00229,961898573
445,43,0.00199,966302466
658,43,0.00177,979416739
641,43,0.00234,975417197
594,43,0.00239,962606043
555,43,0.00257,962308848
566,43,0.00239,974712100
611,43,0.0027,958495497
609,43,0.00285,957463777
715,43,0.00236,974988857
531,43,0.00252,969256917
547,43,0.00241,974621066
789,43,0.0021,964673565
561,43,0.00219,964141197
510,43,0.00253,971412415
551,43,0.00232,975212451
691,43,0.00238,974838299
858,43,0.00241,974608637
617,43,0.00255,973141398
744,43,0.00197,965571577
724,43,0.00263,960260404
669,43,0.00205,966614927
893,43,0.00212,964462140
626,43,0.00238,974295597
565,43,0.00229,976671729
666,43,0.002,965322766
862,43,0.00238,974793406
544,43,0.00236,962642072
643,43,0.00178,978241063
585,43,0.00291,957311021
616,43,0.00203,967752386
570,43,0.0023,976757568
572,43,0.0025,972920964
805,43,0.00256,972438795
623,43,0.00239,974698620
972,43,0.00241,974613830
606,43,0.00214,967849425
809,43,0.00171,978570648
621,43,0.00239,974705283
786,43,0.00238,974772844
716,43,0.00227,961863626
652,43,0.00232,962680099
952,43,0.00252,973215851
655,43,0.00233,976316232
656,43,0.00282,957566012
914,43,0.00215,964400541
657,43,0.00238,974757971
640,43,0.00281,970016404
791,43,0.00229,975647750
819,43,0.0023,962685351
727,43,0.00174,980444865
967,43,0.00261,970620881
706,43,0.00201,966159930
755,43,0.00252,973317921
707,43,0.00201,966402976
866,43,0.00204,965799201
686,43,0.00258,970291149
757,43,0.00236,977155066
721,43,0.00337,956757307
787,43,0.00258,962333472
950,43,0.00236,974054541
908,43,0.0029,957373088
729,43,0.00285,957536154
738,43,0.00236,974065162
917,43,0.00238,974792925
983,43,0.00201,965313310
776,43,0.00229,961445572
903,43,0.00257,960075869
977,43,0.00239,974697328
865,43,0.00238,960845166
985,43,0.00233,975101948
988,43,0.00236,974939181
773,43,0.00233,975475288
775,43,0.00316,956935691
927,43,0.00316,956945264
842,43,0.00124,997812899
772,43,0.00267,1027810379
806,43,0.00198,967333976
907,43,0.00201,965311049
855,43,0.00237,962662008
973,43,0.00198,967566725
792,43,0.00236,974857232
800,43,0.0023,975861322
887,43,0.00234,974160621
894,43,0.00229,975560663
811,43,0.00243,960502455
793,43,0.00291,957361499
836,43,0.00239,974740100
830,43,0.0027,958159800
844,43,0.0029,957374748
827,43,0.00273,971487093
863,43,0.00271,958522463
860,43,0.00217,963491080
794,43,0.00239,968300746
939,43,0.00251,972958945
980,43,0.00326,956860967
870,43,0.00257,971033378
937,43,0.00239,974687596
957,43,0.00196,965655384
997,43,0.00246,969063122
875,43,0.00236,976484423
919,43,0.00194,965437859
971,43,0.00237,962638144
6,44,0.00228,971117174
11,44,0.00252,965360096
4,44,0.00265,957625128
12,44,0.00253,966976164
47,44,0.00212,974411918
57,44,0.00165,978577546
110,44,0.00255,965281221
262,44,0.00242,965709350
36,44,0.00241,963867662
2,44,0.00246,969063257
362,44,0.00241,965826783
28,44,0.00231,962756268
194,44,0.00216,973726914
117,44,0.00207,974836838
55,44,0.00252,966644004
22,44,0.002,981347541
111,44,0.0024,963997480
19,44,0.00188,978197004
66,44,0.00252,965364153
43,44,0.00265,957722836
124,44,0.00259,958867278
48,44,0.00266,957715606
105,44,0.00212,974084960
310,44,0.00254,965279352
40,44,0.00243,958432070
60,44,0.00207,973200044
61,44,0.0026,957670864
27,44,0.00213,974494723
35,44,0.0021,974693393
50,44,0.00249,967607021
44,44,0.00276,956787072
53,44,0.00209,973220668
45,44,0.00251,962935047
363,44,0.00219,968391552
167,44,0.00253,963000280
74,44,0.00239,965678237
70,44,0.00239,965933103
29,44,0.0021,974709225
142,44,0.00211,973375814
38,44,0.00238,959987835
164,44,0.00248,958166284
256,44,0.0021,974853290
90,44,0.00224,972057147
42,44,0.00214,973989811
67,44,0.00254,962487485
88,44,0.00208,975056551
153,44,0.00256,967847942
146,44,0.00209,972185926
135,44,0.00223,968640698
319,44,0.00203,976214714
85,44,0.00206,972930819
78,44,0.00203,976527382
69,44,0.00238,962686225
108,44,0.0021,972413484
101,44,0.00241,968167264
173,44,0.00236,964825493
186,44,0.00237,969644953
348,44,0.00244,965015819
141,44,0.00237,962637007
133,44,0.00212,974414935
156,44,0.00211,974429590
97,44,0.00251,966701820
163,44,0.00244,965074671
198,44,0.00237,959581236
112,44,0.00272,956857135
138,44,0.0021,974854097
372,44,0.00105,998699010
120,44,0.00202,975701289
154,44,0.00241,966121249
184,44,0.00246,967586070
393,44,0.00268,959211678
174,44,0.0021,974866648
203,44,0.00261,958617874
125,44,0.00213,974259635
254,44,0.00201,975800456
157,44,0.0021,974920463
344,44,0.00242,965711441
226,44,0.00209,973226820
200,44,0.00256,960747556
181,44,0.0024,962582440
199,44,0.00237,962633138
169,44,0.0021,974743065
275,44,0.00248,968094946
259,44,0.0021,974700054
189,44,0.00239,962607826
406,44,0.00205,975487484
541,44,0.0021,974710328
271,44,0.00212,974591741
272,44,0.0021,974695029
228,44,0.00237,962790513
239,44,0.00213,974611545
242,44,0.00201,975958881
208,44,0.00234,959913828
287,44,0.00253,962990419
526,44,0.00242,961488422
374,44,0.00213,974488462
380,44,0.00243,968913839
401,44,0.00207,975363086
311,44,0.00198,981394188
513,44,0.0021,974693896
212,44,0.00252,965352170
257,44,0.002,972790806
238,44,0.0021,974999697
367,44,0.00249,965238653
263,44,0.00201,972703405
405,44,0.00213,974610330
236,44,0.00252,965438816
255,44,0.00215,973905697
291,44,0.0021,974928375
417,44,0.0021,974969880
504,44,0.00241,965765891
336,44,0.00182,982118736
324,44,0.00251,966620968
261,44,0.00241,965748433
321,44,0.00238,970684673
298,44,0.00242,963794054
512,44,0.00207,975515939
251,44,0.00252,967519320
377,44,0.00248,962929280
282,44,0.00213,974176772
386,44,0.00189,978103138
447,44,0.0021,974930233
422,44,0.00239,965672283
347,44,0.00206,975436405
337,44,0.00272,957315584
554,44,0.0021,975210589
397,44,0.00254,967038791
521,44,0.00205,972989255
398,44,0.00247,961101239
416,44,0.00217,968570746
383,44,0.00249,962238189
333,44,0.00201,976046591
313,44,0.00249,967683457
328,44,0.00268,959227793
346,44,0.0021,974684352
387,44,0.00245,968885101
534,44,0.00204,976444486
396,44,0.00277,956763596
338,44,0.00251,961181458
357,44,0.0024,964978838
464,44,0.00252,967555853
335,44,0.00212,974336937
366,44,0.0021,974694751
399,44,0.00252,966640074
368,44,0.00199,975980283
350,44,0.0021,975204255
370,44,0.00213,973998181
496,44,0.00207,977433596
353,44,0.0025,965422230
421,44,0.0025,966603331
630,44,0.00366,1020427483
388,44,0.00241,960003515
433,44,0.00244,965072760
451,44,0.00248,961039505
427,44,0.00212,973657279
471,44,0.00205,975447085
390,44,0.0021,974706360
407,44,0.0021,974998971
601,44,0.00238,964488443
423,44,0.00252,967478300
698,44,0.00255,965275262
470,44,0.00272,957284697
508,44,0.0025,965408829
446,44,0.0021,974738651
455,44,0.00193,977028037
463,44,0.00263,957746967
469,44,0.00241,968894625
777,44,0.00269,963282149
448,44,0.00213,974479227
497,44,0.00255,965513048
712,44,0.00239,965674194
429,44,0.00296,1023731130
498,44,0.00245,962594085
468,44,0.00268,959004323
529,44,0.00248,965176593
610,44,0.00253,967796780
488,44,0.00206,975423742
605,44,0.0021,974714517
507,44,0.00203,976207492
592,44,0.00253,966571969
561,44,0.00238,964141651
499,44,0.00239,959620150
553,44,0.00204,976292977
587,44,0.00211,974655121
576,44,0.00241,958255278
711,44,0.00281,956751458
552,44,0.00282,1034189648
667,44,0.0024,964978782
834,44,0.00208,975008299
744,44,0.0025,965572199
567,44,0.00246,969030028
624,44,0.00251,965526917
559,44,0.00246,959806013
666,44,0.00255,965322167
522,44,0.00247,962347824
615,44,0.0021,974966644
607,44,0.00205,975540095
585,44,0.00272,957311245
616,44,0.00252,967749882
570,44,0.00199,976756376
673,44,0.0021,974914704
795,44,0.0021,974701579
583,44,0.00253,963018174
660,44,0.00248,967775282
619,44,0.00202,975602085
714,44,0.0025,966780667
614,44,0.00255,965346943
621,44,0.0021,974706298
595,44,0.00248,966349825
735,44,0.00249,960976060
655,44,0.00204,976317485
625,44,0.00207,972966928
670,44,0.00261,958626537
796,44,0.00243,959704271
632,44,0.00204,976303337
671,44,0.00244,966302148
657,44,0.0021,974758908
693,44,0.00206,977432084
727,44,0.00183,978832627
758,44,0.00202,975731564
989,44,0.00239,965890025
752,44,0.00239,961606217
743,44,0.00251,965501811
859,44,0.00253,963619335
695,44,0.00203,976128749
766,44,0.00204,976249320
757,44,0.00199,975859536
841,44,0.0021,974777858
721,44,0.00281,956756822
750,44,0.00253,962998944
733,44,0.00249,965183159
879,44,0.0021,974910561
728,44,0.00244,961457196
767,44,0.0024,961462848
815,44,0.00261,958600178
738,44,0.00213,974065872
835,44,0.0025,965414970
760,44,0.00235,964736752
987,44,0.00248,962932119
773,44,0.00205,975477320
775,44,0.00264,956930344
930,44,0.00251,961191121
898,44,0.00198,976810704
772,44,0.00267,1027810052
806,44,0.00251,967334071
882,44,0.00213,974612020
800,44,0.00199,975861343
982,44,0.00255,958808630
880,44,0.0021,974994896
904,44,0.0021,974695988
857,44,0.0024,961542123
891,44,0.00249,965177302
794,44,0.00228,968299828
913,44,0.00231,971320964
905,44,0.00239,965623444
957,44,0.00239,965654215
818,44,0.00255,965310664
924,44,0.00254,969933943
886,44,0.00238,960305362
971,44,0.00237,962638579
933,44,0.00253,966962186
71,45,0.00203,976506389
13,45,0.00216,958790351
192,45,0.00199,974854445
10,45,0.00207,966880650
77,45,0.00192,962782205
11,45,0.00208,965362382
18,45,0.00199,974641105
4,45,0.00218,957373709
30,45,0.00197,974741689
57,45,0.00208,978578225
145,45,0.00197,974659765
36,45,0.00208,963867710
63,45,0.00206,965621334
9,45,0.00197,975222279
194,45,0.00197,974664758
55,45,0.00206,966645035
93,45,0.00209,965856045
81,45,0.00238,956718919
62,45,0.00212,966562341
17,45,0.00197,974739634
233,45,0.00205,965159957
14,45,0.00213,966097622
20,45,0.0017,971450974
111,45,0.00211,963998452
19,45,0.00195,978198169
66,45,0.00208,965364221
106,45,0.002,974301003
48,45,0.0021,957717021
54,45,0.00197,975200969
27,45,0.00202,974494759
98,45,0.00196,974750014
35,45,0.00197,974693410
52,45,0.00216,958829756
50,45,0.00208,967606961
306,45,0.002,978245645
44,45,0.00232,956784230
45,45,0.002,962934921
74,45,0.00206,965678193
70,45,0.0021,965933251
38,45,0.00213,959990069
164,45,0.00211,958166580
256,45,0.00199,974838630
90,45,0.00188,972055973
42,45,0.00198,973990552
68,45,0.00209,965704947
56,45,0.00197,974674799
99,45,0.00205,962256746
115,45,0.00157,981496719
127,45,0.00229,967941260
134,45,0.00211,966317735
122,45,0.00208,962672308
319,45,0.00205,976216792
92,45,0.00155,971205434
85,45,0.00198,972930945
78,45,0.00203,976527253
69,45,0.00211,962685535
108,45,0.00207,972408382
101,45,0.00212,968167228
209,45,0.00207,967244026
107,45,0.00206,976283374
121,45,0.00197,974926296
170,45,0.00207,978397831
104,45,0.00199,973748228
141,45,0.00207,962638011
151,45,0.00215,957018423
430,45,0.0021,965176710
216,45,0.0021,960791454
156,45,0.002,974429690
214,45,0.00201,974600683
402,45,0.00222,960527414
138,45,0.00199,974853846
265,45,0.00213,966128091
372,45,0.00382,998095169
218,45,0.00208,962681892
168,45,0.00211,958169698
393,45,0.00226,959210232
174,45,0.00199,974865341
221,45,0.00197,974877575
161,45,0.00269,1013130316
195,45,0.00197,974993568
125,45,0.002,974259506
394,45,0.00467,1032406961
185,45,0.002,962928389
157,45,0.00199,974847156
237,45,0.00415,1031600296
222,45,0.00204,976823025
225,45,0.002,962934833
226,45,0.00191,973228266
181,45,0.00129,986271571
280,45,0.00207,968296725
189,45,0.00209,962606292
272,45,0.00197,974695167
243,45,0.00208,960857187
260,45,0.0021,967756279
526,45,0.00223,959051920
235,45,0.00197,974742904
380,45,0.00192,968915254
253,45,0.00202,975903330
311,45,0.00139,994024617
238,45,0.00197,974999822
379,45,0.00191,977424086
435,45,0.00202,975866077
307,45,0.00223,968006796
440,45,0.00448,1022712867
356,45,0.00201,965098468
369,45,0.00154,971064472
646,45,0.00203,963647372
255,45,0.00195,973905726
289,45,0.00194,975528710
490,45,0.00185,982210162
294,45,0.00202,961900490
324,45,0.00213,966105571
261,45,0.00208,965765538
251,45,0.00208,967518228
442,45,0.00208,965765527
278,45,0.00217,958530094
276,45,0.00202,974518686
282,45,0.002,974176965
329,45,0.00199,974646540
459,45,0.00197,965078263
316,45,0.00196,975163061
337,45,0.00216,957315613
554,45,0.00197,975210152
397,45,0.00208,967038769
273,45,0.00214,966189681
318,45,0.00203,975989596
355,45,0.00206,962061567
383,45,0.00205,962239596
474,45,0.00205,976204076
325,45,0.00224,960348872
333,45,0.00197,974920844
313,45,0.00213,967683362
328,45,0.00226,959225574
346,45,0.00197,974684317
387,45,0.00195,968960033
426,45,0.00196,973810122
464,45,0.00207,967236955
389,45,0.00211,966571932
335,45,0.00202,974504103
651,45,0.00205,976216734
366,45,0.00197,974694751
350,45,0.00197,975203825
420,45,0.00194,975539419
353,45,0.00209,965421874
436,45,0.00201,974605086
725,45,0.00205,965277324
642,45,0.00209,965709511
489,45,0.00198,968416740
390,45,0.00197,974705226
407,45,0.00197,974998871
484,45,0.00196,974761441
466,45,0.00195,964998776
423,45,0.00208,967478300
470,45,0.00216,957284579
508,45,0.00205,965408856
446,45,0.00197,974740175
455,45,0.002,977027590
568,45,0.00201,976922419
448,45,0.00202,974557853
712,45,0.00206,965674389
429,45,0.00209,964018883
571,45,0.00221,958007583
467,45,0.00217,968645650
445,45,0.00212,966303127
462,45,0.00191,970506908
611,45,0.00221,958495118
561,45,0.00204,964142119
